order_id,customer_id,product_category,order_value,discount_applied,payment_method,order_status,order_date,region
9f4b0c59-ce5d-4735-be56-c31ab135f7f8,c2d1f065-94c2-4c08-ae82-68f6afdc566c,Groceries,416.61,5.0,Card,cancelled,2024-11-11,New York
f7db9174-7d42-4da2-a246-11bcf547649d,34b8b66d-0b48-4aa8-9aa6-a051102346a7,Electronics,410.4,10.0,Bank Transfer,cancelled,2024-07-26,Colorado
3fb412f9-0f99-43c8-b4cf-d8cfd6a7fdc8,426ae6f2-f531-4ede-a188-71fe557b1f38,Home,51.59,,Card,refunded,2024-01-27,New York
009f771e-dae6-484e-b84e-e7d273a5a2b0,454f3cb7-4973-43ae-852e-cb3fe5382ac6,Home,35.36,,Bank Transfer,cancelled,2024-04-08,Kentucky
31d8a4da-f45e-4fa3-a609-63ff508a7b1d,3bbe449c-7371-4675-9f30-416b633ee707,Fashion,364.42,0.0,USSD,cancelled,2024-05-16,Kentucky
17856920-77c1-4b5c-9567-a24ea3b1b783,3f5acd96-8e5b-4ede-b43b-2764aef569fe,Electronics,433.3,5.0,Wallet,refunded,2024-11-12,Texas
0647dc41-83e4-4c9e-bcae-12dd29d06598,6f1002c3-d2cb-415f-8fd0-79e2b34d23cb,Beauty,407.51,10.0,Wallet,cancelled,2024-03-19,Virginia
b7a0af6c-efe2-4cec-92aa-c5796c36f6fa,49bd831b-8738-4af1-b9b8-dfcb3fc7716d,Beauty,275.05,,Bank Transfer,cancelled,2024-04-07,New Hampshire
1028a4b5-d3da-4575-88be-4095d49dafde,2d4a2e8e-3f17-437b-8429-d975c1e2da98,Fashion,473.59,,Bank Transfer,completed,2024-10-11,Connecticut
6fc4cc41-e849-4ba6-87b9-d1b0a08ab993,d46388e9-2ee6-4689-92e9-6afb045efd03,Beauty,489.75,10.0,Wallet,completed,2024-09-26,Wyoming
cc47cbc5-3c9a-4ec2-8489-921925fe2ca4,d731aed5-8330-444a-a577-2c2c7178bd31,Electronics,496.24,5.0,Card,completed,2024-09-11,Illinois
cdf39688-003b-495c-9790-89df275a32f5,0334afa0-984f-4fe1-b5f2-65db6a2502c9,Fashion,159.46,15.0,USSD,cancelled,2024-03-23,Alaska
8a11e500-b773-4545-ba5e-3149ddb86cdc,9117ffc1-b166-42d7-ba03-a8fc3e3beb41,Beauty,368.68,,Wallet,completed,2024-08-30,South Dakota
62681bc3-a175-4ea5-8bac-e8d11fdb2318,4cb15ae9-fd33-49d0-a8cb-7a21099eb431,Electronics,202.42,5.0,USSD,cancelled,2024-06-27,Alabama
caac89f3-a6a9-4c42-a372-d6e9988862ec,628e0bdb-86be-44b1-ba24-5e5e19cc43d1,Beauty,69.04,15.0,Card,completed,2024-04-20,Washington
98c0de7d-5d47-419b-9cd1-5472d7264e82,271ae208-e12d-46b0-8f44-6ef2fb3b0aea,Home,46.0,,USSD,refunded,2024-11-07,Virginia
833398db-df45-41d1-b113-11ae5524c66d,da9b32d4-1065-437d-ad6f-811d2b09ade1,Home,109.55,10.0,Wallet,completed,2024-01-08,Utah
c4420436-cc8a-434b-b017-ac45ad3be14a,61a54023-6213-4085-bb5c-8e7b11431d1d,Beauty,19.56,10.0,Wallet,refunded,2024-09-14,Kentucky
7a579cdd-db8a-4fd8-af25-db0a97cd54c0,7662551b-bf4c-4713-b2b5-0c8aab64a484,Fashion,32.3,5.0,USSD,cancelled,2024-09-28,Mississippi
93bc45bb-eea8-4398-8e30-de273f81a59e,8b1c84fa-e283-471b-a1e6-3fa79168b6c9,Fashion,121.62,10.0,USSD,completed,2024-11-18,North Dakota
327d497a-1c00-4548-8360-a0b84d86ef8b,70e968ec-1a5b-41e5-bb7c-fdec21eb4b73,Fashion,105.57,5.0,USSD,refunded,2024-03-12,North Dakota
22c9a452-b257-4e90-a312-2ec0025d2808,184a84b1-4333-4c2f-aef6-2d3f051556c6,Home,251.21,10.0,USSD,cancelled,2024-09-26,South Carolina
72cbf0d0-905d-4c86-beae-ff0cd98819f2,922a4df3-5d8f-4069-b169-a81392e196e4,Fashion,204.17,,USSD,cancelled,2024-01-09,Oregon
bf79883e-b069-4a9d-841d-dbf6d804833e,57ac29df-1912-475f-8154-136981dd2f8c,Groceries,418.2,,Card,cancelled,2024-11-19,New York
4574141d-e936-4fcb-b6a5-9bd6eaf6087a,339e071c-cd29-45d1-bcaf-0736cd6e7e25,Groceries,245.76,0.0,Wallet,completed,2024-12-08,Montana
ed75a734-c217-451d-b5b7-342e9b7705a4,ef454cbf-ac0b-45f1-9e68-55ab9113a84c,Electronics,499.75,10.0,Bank Transfer,refunded,2024-01-02,Georgia
c5c512a7-eb92-4c94-9695-5995d825310e,3b7af4b5-67f2-4bde-8f14-1981d6956037,Beauty,485.59,,Wallet,refunded,2024-01-15,New Hampshire
63faeb1d-8ea7-4afa-af1d-ce2ce2bf532d,d217b6a3-3b8d-4130-91ce-47e77172047d,Fashion,214.89,15.0,Wallet,completed,2024-11-13,Wyoming
a3b6d37c-0462-41cd-8c91-774ed12ff711,20e1e5d9-5b65-4033-8223-337ca930122d,Fashion,37.56,5.0,Bank Transfer,cancelled,2024-06-04,Vermont
b77bacee-4869-41c6-9d4d-6decf2dfda26,d59e038a-bda4-43c1-b7b5-fc0775c65413,Electronics,212.38,,Wallet,refunded,2024-07-30,Arkansas
7ace02c3-5b78-4b2d-b162-fe1b7c0a406b,d46b8080-627c-4bb8-8f41-8d471014918e,Electronics,18.23,15.0,Bank Transfer,cancelled,2024-09-03,Maine
88c9548f-31a6-4552-b8dc-e481cd731d0f,e6978a35-ef7e-4786-88d6-a3b27778fa70,Electronics,30.12,15.0,USSD,refunded,2024-12-18,Nevada
c82249b2-04fd-400f-a284-33c8952b0d37,4ee8df12-409f-4e41-8998-9de6edab781d,Fashion,110.84,10.0,USSD,cancelled,2024-12-05,Iowa
9fd834ff-c95f-4ba1-9de6-57e15ceab684,2c920eee-9fd3-49f2-a05b-5714455d8a4f,Electronics,214.44,0.0,Bank Transfer,refunded,2024-07-04,Idaho
1da29bbd-499f-40a6-b75e-14f506ecb1fb,a22b9c6f-f3bd-4fec-b395-badf0d47b81b,Beauty,230.34,0.0,Wallet,refunded,2024-03-24,Tennessee
7924e65b-e71b-419a-8084-af30e3a6c472,031c214b-76ee-4ac3-9577-e96277db543c,Beauty,203.19,0.0,Wallet,cancelled,2024-11-28,Nevada
ae4f9aa2-8142-4e20-a767-3a7ada789d4f,b4f9e238-b555-491e-9b7f-3e307160fb1e,Groceries,324.52,10.0,Wallet,completed,2024-04-10,Washington
c077c71f-6fd1-47ca-9dba-1126a32965f4,8aa888cc-5e0f-44e1-9861-462ca607a410,Electronics,29.38,,USSD,completed,2024-08-05,North Dakota
9f2bb6e3-aa09-402b-b664-f28ab83633f6,e2d7ce1f-a6de-4070-ac35-7048963801f8,Fashion,249.77,5.0,Wallet,completed,2024-04-25,Utah
ab6d9e39-65f8-4eec-aeb6-0ad3445fc56c,0449d0b8-9af2-4216-a129-7e2e9b4e6ae7,Fashion,28.59,15.0,Bank Transfer,completed,2024-03-04,Kentucky
c4ec47da-8476-4bcf-8809-e59eb0672645,5adc7a78-6b1b-428b-8111-58ab029e7ed1,Beauty,421.01,,Card,cancelled,2024-10-14,South Dakota
246360c5-b940-41cb-925e-bab62b5e63d2,adcd2c0d-189a-465d-89a1-899e3c7ac0c6,Groceries,75.94,5.0,Wallet,completed,2024-02-25,New York
5b65259b-ab1b-48f0-907b-9c61ce218829,22f2ce88-e54e-4a40-9a7a-07f4f5325911,Groceries,326.55,15.0,Card,refunded,2024-01-07,Louisiana
0f23e943-26da-49e4-ab8b-531a3c9f4a88,954cf042-db41-4f3c-8701-41863ba7da1f,Beauty,277.27,,USSD,cancelled,2024-05-12,Idaho
6090f070-1c31-4ea9-924b-bd3717e58ba8,653f302c-1b0f-4221-abb5-de6edd85b1e9,Electronics,83.17,10.0,Card,cancelled,2024-03-23,Mississippi
cf34ab8f-9168-43c5-afbe-b6b839cc9eb9,386af9a9-c260-403c-b878-74e5752aed31,Beauty,377.92,10.0,USSD,refunded,2024-10-27,Delaware
4244bb41-c92b-4873-8cff-640c8aa5a440,f092a1ee-7952-4b9a-81a4-d4adc28692f5,Electronics,186.95,,USSD,cancelled,2024-10-28,Hawaii
3b164958-76c1-413a-ad25-5c3f7b548186,b0266f0e-73d9-4fcd-84cb-a7f2c815a31f,Electronics,49.55,0.0,USSD,cancelled,2024-08-30,Connecticut
bd6f9bbc-fe41-46af-b892-cedf32d6d6e3,0d08b185-e1bf-4da6-863a-bb9648727456,Electronics,255.48,5.0,Bank Transfer,completed,2024-12-13,Ohio
aa10e480-29df-4f24-a307-e3db2aaef593,4ddc09e8-a506-4060-8b2c-e3a40bc17fee,Home,405.47,0.0,Wallet,refunded,2024-12-21,South Carolina
d9ad2a3b-9f3d-4e92-b3a3-2177b4c32c17,adce78f8-5c9e-4964-aac6-07bec1ef77ae,Electronics,475.29,15.0,Bank Transfer,completed,2024-11-14,Wyoming
15877fc4-f9b8-4769-81c8-368d4330f328,e6f6b678-1341-452b-b419-322ad648cf2c,Home,59.89,15.0,USSD,completed,2024-02-10,Virginia
8809c993-76b8-4a56-93a3-a3b0412ece89,bc8276ee-71eb-44a9-ba4e-a74cf531a548,Fashion,51.15,10.0,USSD,cancelled,2024-08-07,New Hampshire
a60b84ad-c6df-4c3c-aebe-ac22284c3503,cecf5201-c2a5-46ef-8b0b-9e14063c58cc,Electronics,199.02,0.0,Card,refunded,2024-06-08,Iowa
86a9500e-d652-4b12-9958-43847d272f89,7fcc23da-7464-4503-8b3d-3dbfbe2fd521,Groceries,45.6,10.0,Wallet,cancelled,2024-09-26,Delaware
